Scenario,Region,Variable,Unit,1940.5,1999.5,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5,2016.5,2017.5,2018.5
historic,World,distance,km/yr,2.77E+10,2.77E+10,30289100529,30493756614,29735325241,30963261749,35116576408,37139060068,38680000000,40726560847,41699009611,40648336365,44727095344,47145304357,48326241174,49825767591,51831599775,54446981023,57361118717,60141326103,61333037687

